Mutation,TP,FP,FN,TN
17:64399525-64399525,0,4,10,24
15:73007913-73007913,0,3,10,25
9:98371841-98371841,0,3,10,25
X:49578550-49578550,0,3,10,25
7:74997569-74997569,3,0,7,28
1:103141817-103141817,0,4,10,24
1:63407526-63407526,0,4,10,24
19:31497604-31497604,0,3,10,25
8:32117246-32117246,0,3,10,25
4:7543228-7543228,0,3,10,25
3:83982193-83982193,0,4,10,24
1:146518891-146518891,0,3,10,25
3:113919310-113919310,0,3,10,25
8:115026999-115026999,0,4,10,24
3:10005244-10005244,0,3,10,25
15:29233953-29233953,3,0,7,28
7:132217818-132217818,0,3,10,25
12:95925628-95925628,0,4,10,24
10:128790099-128790099,0,3,10,25
1:188684615-188684615,0,3,10,25
1:100635409-100635409,0,4,10,24
11:38607797-38607797,0,4,10,24
3:137309510-137309510,0,4,10,24
8:92824094-92824094,0,4,10,24
3:83957926-83957926,0,4,10,24
5:4965384-4965384,0,4,10,24
12:72936304-72936304,0,3,10,25
11:42847985-42847985,0,4,10,24
11:94267088-94267088,0,4,10,24
10:48561703-48561703,0,4,10,24
10:53077086-53077086,0,3,10,25
X:66514166-66514166,0,3,10,25
11:115609759-115609759,0,3,10,25
1:88716214-88716214,0,3,10,25
X:145510920-145510920,0,4,10,24
6:28924180-28924180,0,3,10,25
16:63836404-63836404,0,4,10,24
12:65925408-65925408,0,3,10,25
2:59790763-59790763,0,3,10,25
5:40513690-40513690,0,3,10,25
16:58814869-58814869,0,3,10,25
20:55085338-55085338,0,4,10,24
7:114101613-114101613,0,4,10,24
2:184734762-184734762,0,4,10,24
1:211660521-211660521,0,4,10,24
14:87646765-87646765,0,4,10,24
11:78372043-78372043,0,4,10,24
12:78965689-78965689,0,3,10,25
8:2459435-2459435,0,3,10,25
7:64643121-64643121,0,3,10,25
8:52076805-52076805,0,4,10,24
14:78857965-78857965,0,4,10,24
20:57731559-57731559,0,3,10,25
17:12839599-12839599,4,0,6,28
12:31545243-31545243,0,3,10,25
2:47910352-47910352,0,4,10,24
17:37217557-37217557,0,4,10,24
10:72454479-72454479,0,3,10,25
9:89264186-89264186,0,3,10,25
7:62551911-62551911,0,3,10,25
10:20872808-20872808,0,4,10,24
1:230743445-230743445,0,4,10,24
12:116107058-116107058,0,4,10,24
8:40071277-40071277,0,3,10,25
1:220546624-220546624,0,3,10,25
11:33172066-33172066,0,3,10,25
10:8994362-8994362,0,3,10,25
3:141324964-141324964,0,3,10,25
3:26718881-26718881,0,4,10,24
20:53275743-53275743,0,4,10,24
2:17610547-17610547,0,3,10,25
5:29825544-29825544,0,3,10,25
9:1639539-1639539,0,4,10,24
20:14824975-14824975,0,3,10,25
6:51280761-51280761,0,3,10,25
6:96492529-96492529,0,3,10,25
3:151278704-151278704,0,3,10,25
21:31201350-31201350,0,3,10,25
3:117008957-117008957,0,3,10,25
1:161485537-161485537,1,2,9,26
19:34732559-34732559,0,4,10,24
1:197769033-197769033,0,3,10,25
3:145898535-145898535,0,3,10,25
2:127137682-127137682,0,3,10,25
5:20459455-20459455,0,4,10,24
8:48315600-48315600,0,3,10,25
4:145998404-145998404,0,4,10,24
11:121687113-121687113,0,3,10,25
17:2913148-2913148,0,3,10,25
7:29990922-29990922,0,4,10,24
7:10226019-10226019,0,3,10,25
21:18535698-18535698,0,3,10,25
7:83308516-83308516,0,4,10,24
2:185097126-185097126,0,4,10,24
2:228983976-228983976,0,3,10,25
10:84182698-84182698,0,4,10,24
X:12298715-12298715,0,4,10,24
17:41702192-41702192,0,4,10,24
17:58227759-58227759,0,3,10,25
3:38625902-38625902,0,3,10,25
12:28050983-28050983,0,3,10,25
8:112986172-112986172,0,4,10,24
1:200974925-200974925,0,3,10,25
1:56776633-56776633,0,3,10,25
7:119275575-119275575,2,1,8,27
7:115564419-115564419,0,3,10,25
12:79434345-79434345,0,3,10,25
9:97140430-97140430,3,0,7,28
4:28067359-28067359,0,3,10,25
6:155988953-155988953,0,3,10,25
2:183373185-183373185,3,0,7,28
11:14672418-14672418,0,3,10,25
14:48772122-48772122,0,3,10,25
11:47575355-47575355,3,0,7,28
1:143755396-143755396,4,1,6,27
13:113052177-113052177,0,3,10,25
12:23818447-23818447,0,4,10,24
X:128590059-128590059,0,3,10,25
6:63751420-63751420,0,4,10,24
2:4405346-4405346,0,3,10,25
18:39492508-39492508,0,3,10,25
19:54754932-54754932,0,4,10,24
16:21814901-21814901,1,2,9,26
14:40822127-40822127,0,3,10,25
10:17008388-17008388,0,3,10,25
3:171577422-171577422,0,3,10,25
5:108620203-108620203,0,3,10,25
2:90101749-90101749,2,2,8,26
9:69105602-69105602,3,0,7,28
4:162684054-162684054,0,4,10,24
2:154280381-154280381,0,4,10,24
11:55969199-55969199,0,4,10,24
18:2071909-2071909,0,4,10,24
1:219966441-219966441,0,4,10,24
2:118602419-118602419,0,3,10,25
2:137407015-137407015,0,3,10,25
15:20562022-20562022,0,3,10,25
4:123779619-123779619,0,3,10,25
14:20397242-20397242,0,4,10,24
16:71051042-71051042,0,3,10,25
11:124151006-124151006,0,3,10,25
6:115811686-115811686,0,3,10,25
6:161121894-161121894,1,2,9,26
13:22795780-22795780,0,3,10,25
6:127055506-127055506,0,3,10,25
2:130386500-130386500,0,4,10,24
2:167769435-167769435,0,4,10,24
3:110532093-110532093,0,4,10,24
2:101849041-101849041,0,3,10,25
21:28884890-28884890,0,3,10,25
10:54709785-54709785,0,4,10,24
2:147252883-147252883,0,3,10,25
5:91423998-91423998,0,3,10,25
12:72661071-72661071,0,3,10,25
3:176999286-176999286,0,3,10,25
1:242535625-242535625,0,4,10,24
3:68646669-68646669,0,3,10,25
6:126424751-126424751,0,3,10,25
13:42404341-42404341,0,3,10,25
3:158313138-158313138,0,4,10,24
1:176054340-176054340,0,3,10,25
6:88979768-88979768,0,4,10,24
2:149510605-149510605,0,4,10,24
2:2860768-2860768,0,3,10,25
7:48055809-48055809,0,3,10,25
20:54377797-54377797,0,4,10,24
2:158263534-158263534,0,4,10,24
12:44961043-44961043,0,3,10,25
6:163864179-163864179,0,3,10,25
1:228128654-228128654,0,3,10,25
2:231408867-231408867,0,4,10,24
5:64280150-64280150,0,4,10,24
6:131633626-131633626,0,3,10,25
11:80971768-80971768,0,4,10,24
1:27019755-27019755,0,4,10,24
7:49932473-49932473,0,4,10,24
17:79483590-79483590,0,4,10,24
19:10768543-10768543,0,4,10,24
4:174007307-174007307,0,3,10,25
11:131718873-131718873,0,4,10,24
X:123486175-123486175,0,4,10,24
13:94882525-94882525,0,4,10,24
1:105501810-105501810,0,3,10,25
3:88553631-88553631,0,3,10,25
1:164918083-164918083,0,3,10,25
18:65556228-65556228,0,4,10,24
2:150380337-150380337,0,3,10,25
2:180357626-180357626,0,3,10,25
12:67281281-67281281,0,3,10,25
9:91878-91878,3,0,7,28
10:4396055-4396055,0,3,10,25
16:29164747-29164747,2,3,8,25
10:67695430-67695430,0,3,10,25
